     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata
     93669,      1023,         0,    34.5,internal_correlated,9c8d7f70e3c2e88eca5cd43c20df961057165545049f0ec3c9553958e8d71763,"{""b"":""Z"",""d"":11,""g"":""cx"",""p"":0.001,""r"":33}"
     62880,      1007,         0,    22.6,internal_correlated,937a36f354705ab8809dc6b065a686dd977fa81e04099ab7de0ea89a4d6af8cc,"{""b"":""X"",""d"":11,""g"":""cx"",""p"":0.0008,""r"":33}"
  10000000,         0,         0,   785.6,internal_correlated,8eee08186999290ee68d61e7ec9ff1107687a8c0d728f15510fd00b66db319c1,"{""b"":""X"",""d"":11,""g"":""cx"",""p"":0.0001,""r"":33}"
      2137,      1084,         0,    7.91,internal_correlated,2942d1fde77d9ceaf86c71628d970bce4b36d0bc0bf741af807dd7c1b7395bae,"{""b"":""X"",""d"":11,""g"":""cx"",""p"":0.005,""r"":33}"
  10000000,        85,         0,  1037.6,internal_correlated,f434a4900d1a99d0610de7ac98c21f5e29f46a8a3b4675e6855ea8ea31e6515c,"{""b"":""Z"",""d"":11,""g"":""cx"",""p"":0.0002,""r"":33}"
  10000000,         9,         0,   928.0,internal_correlated,d22c4900610eb9f20d258e8347881c31ebc877d5372f50541685f14c0500e319,"{""b"":""Z"",""d"":11,""g"":""cx"",""p"":0.0001,""r"":33}"
  10000000,       273,         0,  1208.4,internal_correlated,71f47fe76695e49856524d5374c4ed5302b07239d7c1440337ebb9a953304a65,"{""b"":""X"",""d"":11,""g"":""cx"",""p"":0.0003,""r"":33}"
   1204082,      1034,         0,   237.0,internal_correlated,476dc1f6cb4a98b074a31e8640e35dd85e63c78651a8471369363196f1e7ebc7,"{""b"":""X"",""d"":11,""g"":""cx"",""p"":0.0005,""r"":33}"
  10000000,       431,         0,  1288.0,internal_correlated,6ee68485f7cf150d427583cf3927678a1e7f1854eb575acbad4777c80b79fd9e,"{""b"":""Z"",""d"":11,""g"":""cx"",""p"":0.0003,""r"":33}"
  10000000,        10,         0,   983.8,internal_correlated,5933d21edcbb1f1f7923dcc6c49c2d0a3b6fe5bf5cd748754c33ce287df0fa90,"{""b"":""X"",""d"":11,""g"":""cx"",""p"":0.0002,""r"":33}"
     19418,      1022,         0,    10.4,internal_correlated,2e6822be108b7be0f5b5cdf02712acda947aefa72a3f963e699d7044b17badcc,"{""b"":""X"",""d"":11,""g"":""cx"",""p"":0.001,""r"":33}"
      4841,      1010,         0,    7.75,internal_correlated,83ee99051dad1a0a2fdcc902f2571f209b6fefc42395d1a3f765646852f42a00,"{""b"":""Z"",""d"":11,""g"":""cx"",""p"":0.002,""r"":33}"
      1996,      1005,         0,    6.01,internal_correlated,a6eeb3bc24b9e78f54a28065066004c7c40f8ffd1eee336bd52c06882d7ecbc2,"{""b"":""X"",""d"":11,""g"":""cx"",""p"":0.003,""r"":33}"
    267721,      1010,         0,    86.7,internal_correlated,5a08369e41a3f6de5770ef6be4086146ce949a8c173a23e5fc135fad933484a7,"{""b"":""Z"",""d"":11,""g"":""cx"",""p"":0.0008,""r"":33}"
  10000000,         3,         0, 10362.2,internal_correlated,8cb751fd63162a22997415325c4c31f8ed8cf5718df9bf0ffcf5a6854971ebae,"{""b"":""X"",""d"":15,""g"":""cx"",""p"":0.0002,""r"":45}"
   2349986,      1029,         0,   375.8,internal_correlated,8fbe3171335aaf5594db45c314c56ad2cc0636daf91f357ff95c9d1ef6804494,"{""b"":""Z"",""d"":11,""g"":""cx"",""p"":0.0005,""r"":33}"
      2187,      1006,         0,    5.87,internal_correlated,fa087edeff6c6b7b3490a1faabc560f064555a3499a4d9f79e4f59696c2ad5ba,"{""b"":""X"",""d"":11,""g"":""cx"",""p"":0.002,""r"":33}"
      2181,      1020,         0,    6.50,internal_correlated,2fb88acf85c7234389bf57b20e6ef25fe86fae688bedb1f2a1ffbe107893aee1,"{""b"":""Z"",""d"":11,""g"":""cx"",""p"":0.003,""r"":33}"
      2021,      1030,         0,    10.5,internal_correlated,c620ff92cb4f0fd6ade937c4b1ad1c9e1dde90e0c5e8fa2dfe3ca61dd329a882,"{""b"":""X"",""d"":11,""g"":""cx"",""p"":0.008,""r"":33}"
      2039,      1026,         0,    11.5,internal_correlated,e09e3de24d2d2d3ae081b785f7db7c797c415c85db3687baf8e85c08da6b81e2,"{""b"":""X"",""d"":11,""g"":""cx"",""p"":0.01,""r"":33}"
      2136,      1035,         0,    12.0,internal_correlated,23f9314f960d70dada44df20153aae67f68dff923fa01a5b67e67d1d45600022,"{""b"":""Z"",""d"":11,""g"":""cx"",""p"":0.01,""r"":33}"
      2064,      1015,         0,    10.3,internal_correlated,f4651d1ca97f213bacfcf20f3f62c8817c232ba463a1482521624a59889cdb15,"{""b"":""Z"",""d"":11,""g"":""cx"",""p"":0.008,""r"":33}"
      2065,      1002,         0,    11.8,internal_correlated,3ba329718619fb6a7eb749b0570ba17aba7d7aa01cde485f15bda1339d5f1a11,"{""b"":""Z"",""d"":11,""g"":""cx"",""p"":0.005,""r"":33}"
  10000000,         1,         0,  1998.7,internal_correlated,18cad768fc2250b6200517c7d5315dbde71e65782d9645e04711af8f21c7cb01,"{""b"":""Z"",""d"":13,""g"":""cx"",""p"":0.0001,""r"":39}"
  10000000,       111,         0,  3769.2,internal_correlated,29069bdb4e812994b499f25a13c7c58324e827995e0d9f5fcfd6cd54562cd7af,"{""b"":""Z"",""d"":13,""g"":""cx"",""p"":0.0003,""r"":39}"
  10000000,         0,         0,  1923.7,internal_correlated,01687d7e48c9edc432c8bed42deee2ce1af9c131c8683f4e7ea2a806a5b2fbe8,"{""b"":""X"",""d"":13,""g"":""cx"",""p"":0.0001,""r"":39}"
  10000000,        12,         0,  2453.6,internal_correlated,8cedc2bc3d0cd983adb8044023c4ede453f989592c198da89ba604da0bcadad9,"{""b"":""Z"",""d"":13,""g"":""cx"",""p"":0.0002,""r"":39}"
      4597,      1090,         0,    30.4,internal_correlated,40d4e63eefa44bec9f1297f141240beb25577b72b5203e59677cecf1902b0d90,"{""b"":""Z"",""d"":13,""g"":""cx"",""p"":0.002,""r"":39}"
  10000000,         7,         0,  2261.1,internal_correlated,785db13ce1748a604433695a60ec0a5c4371db7d9f43cc3df3d30c979569b44d,"{""b"":""X"",""d"":13,""g"":""cx"",""p"":0.0002,""r"":39}"
   7057826,      1053,         0,  3620.9,internal_correlated,9c6c05116faff6637899ecab180f47eecb9ed44ed39d846de251deca41aed4f5,"{""b"":""Z"",""d"":13,""g"":""cx"",""p"":0.0005,""r"":39}"
   1263524,      1002,         0,   489.8,internal_correlated,3115379f26d7fb23d9eeb61a025c682d9a2b903aac941997f96bc4b40574707b,"{""b"":""X"",""d"":13,""g"":""cx"",""p"":0.0005,""r"":39}"
      2078,      1018,         0,    32.8,internal_correlated,9474f50571a300f4321213a125bade3da7d988614cc43f4b7982dd62cbf5d4b9,"{""b"":""X"",""d"":13,""g"":""cx"",""p"":0.01,""r"":39}"
    440144,      1007,         0,   274.9,internal_correlated,c3277f542fc32cbd6c6b381a45d48a1b2541565c9451a72f6a808a81ad868542,"{""b"":""Z"",""d"":13,""g"":""cx"",""p"":0.0008,""r"":39}"
     11575,      1035,         0,    28.6,internal_correlated,21a54259dd590f5c6c35d8f5c9eed356b6a248a3acc4f2d9717fca88c263a714,"{""b"":""X"",""d"":13,""g"":""cx"",""p"":0.001,""r"":39}"
      2067,      1033,         0,    21.3,internal_correlated,aa701036878bbc39431137ca84061f376fc180a89383f3b7dc96407927e6e329,"{""b"":""X"",""d"":13,""g"":""cx"",""p"":0.003,""r"":39}"
      2085,      1054,         0,    29.6,internal_correlated,090e3d9219e9eac4ebf6d56e7b10fa7628c72199d8dc7e456986c0a193079182,"{""b"":""Z"",""d"":13,""g"":""cx"",""p"":0.008,""r"":39}"
      2016,      1012,         0,    22.2,internal_correlated,b53383a4ff198cfb944938846e64048f44d4a3bff3c65a254d5a0d827ee43b76,"{""b"":""X"",""d"":13,""g"":""cx"",""p"":0.002,""r"":39}"
      2011,      1050,         0,    30.9,internal_correlated,7425eed53e428d492c943c8b6195e6fd3ae7ea4daf006c83141e3d88a284b3f5,"{""b"":""X"",""d"":13,""g"":""cx"",""p"":0.008,""r"":39}"
      2073,      1004,         0,    29.6,internal_correlated,0636e27ec444ed79f000108bcef37b772e52e763d7fae561ddcb244b112fc98d,"{""b"":""Z"",""d"":13,""g"":""cx"",""p"":0.003,""r"":39}"
     44219,      1038,         0,    53.3,internal_correlated,87ff7b8784bfe9559a6aa121c2c668d4b7c4dec85fa6d8195512bfc85055e3d6,"{""b"":""X"",""d"":13,""g"":""cx"",""p"":0.0008,""r"":39}"
    122405,      1008,         0,   130.8,internal_correlated,6413892413535d2b4ff9dc6932f54620ffbf5e78b1e7640fb19510a5a2202901,"{""b"":""Z"",""d"":13,""g"":""cx"",""p"":0.001,""r"":39}"
      2021,      1013,         0,    27.7,internal_correlated,ed45b8278b99666bd64fac40d895d3061874a9a93c13d525357418f66e1a5c29,"{""b"":""Z"",""d"":13,""g"":""cx"",""p"":0.005,""r"":39}"
      2116,      1036,         0,    27.0,internal_correlated,8e6c73af737ecb9c6209f560013d4580a88173bc11a1194e7bc2602b41030ce8,"{""b"":""X"",""d"":13,""g"":""cx"",""p"":0.005,""r"":39}"
      2001,      1002,         0,    34.5,internal_correlated,df264257695fb1e5c5a45b741dbc9b462bbe93f00ced7efe60e7ca752892dba2,"{""b"":""Z"",""d"":13,""g"":""cx"",""p"":0.01,""r"":39}"
  10000000,         0,         0,  9230.0,internal_correlated,1130fe02e11e89f84611eb593ee87618e2b4ca83dd2de40febd639c46c0dd662,"{""b"":""X"",""d"":15,""g"":""cx"",""p"":0.0001,""r"":45}"
   1012109,      1001,         0,   586.3,internal_correlated,bccc5689bb8d43f9630d433fb4ca0f13e8f64e6f84a3ba700c06c22a30cd1d20,"{""b"":""X"",""d"":15,""g"":""cx"",""p"":0.0005,""r"":45}"
  10000000,       109,         0, 11670.6,internal_correlated,5495a2f5082f412a47327f9c916a4fc51df65484bde96364ebfcf4b31e3197c0,"{""b"":""X"",""d"":15,""g"":""cx"",""p"":0.0003,""r"":45}"
